Comment,Time
Every single GQP questioner with crazy questions like 'you're soft on sex crimes' or 'what is gender' or 'what's your BLEEDING RELIGION' is NOT questioning for the sake of a SCOTUS nomination they're freaking performance artists auditioning for the GQP primary.,2022-03-24T23:47:47Z
David wins the internet today 👏👏👏,2022-03-24T23:47:36Z
Michael Knowles: “But what if she means this by saying this and what does she mean by not saying this? Don’t you think it’s dangerous or it could set a dangerous precedent-“'Me: “No. Your clickbait ads are annoying and your slippery slopes are dry and boring.”,2022-03-24T23:47:33Z
I so want to understand why these nut jobs care so much. It’s fucken bizarre.,2022-03-24T23:47:30Z
Boom great job…,2022-03-24T23:46:34Z
"Is there a strain of insanity that you need to have in order to become a republican?  With few exceptions, it seems that way lately. Most of these conservatives are so smug, think they’re so smart yet sound like idiots.",2022-03-24T23:45:18Z
"Omgeee David😢, you're a murdererrrr😭!!! And I love it.😉😁",2022-03-24T23:45:07Z
Ever heard the term 'Shyster?',2022-03-24T23:45:04Z
I fucking love David.,2022-03-24T23:45:01Z
The US judiciary is far too political already. Knowles referred to Jackson's 'base'. Why should she have a base if her job is to interpret and apply the law of the US? She is being treated as a political activist instead of a legal and constitutional expert.,2022-03-24T23:44:24Z
that was brutal lol,2022-03-24T23:44:23Z
"As we all know, definitions change, a Peanut at one point was simply a legume, then around 1950 you had to add that peanuts were also a cartoon, now it is also a ventriloquist puppet. Definitions by design morph as society changes",2022-03-24T23:44:22Z
Well done David.,2022-03-24T23:44:16Z
A Vaush and Knowles conversation would be interesting.,2022-03-24T23:44:14Z
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=06m40s"">06:40' nails Knowles’ ass.",2022-03-24T23:43:38Z
I really don’t understand. How can someone say they feel like a woman and not be able to explain what a woman is?  What differentiates a woman from a man other than biological factors?  'Why can’t any liberal explain what a woman is?,2022-03-24T23:43:31Z
Michael Knowles is from the 'Clown Shoe' right fringe!,2022-03-24T23:43:19Z
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=9m30s"">9:30''What a stupid way to paint her as a nefarious person with an agenda.'Since he started out by saying he's not convinced she's acting in good faith,  it leads the viewer to think he thinks she's telling people what they want to hear to get herself the position rather than saying what she really thinks.",2022-03-24T23:42:10Z
"republicans just cant let people lives their live how they choose... they want to control our bodies, identities who we love, marry   how we vote what we read  it never ends....",2022-03-24T23:41:21Z
"I've always said the one who earns the most money should get the kids and the other one should pay a percentage of income to that parent. It doesn't matter what sex they are, it has no legal basis in the eyes of the law. Unless that parent is proven abusive or doesn't want the child like so many who have sex and run, the children should not go to someone based on sex. We are finally getting it done, kind of had to take a long route but it's happening people!",2022-03-24T23:40:50Z
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=10m49s"">10:49' 'they put it there because the words mean something'   'that comment sums up the right wing argument from authority , shallow , one dimensional brains they have .'right wingers reading my comment won't get my point ..... obviously !",2022-03-24T23:40:34Z
Dave's hair on point,2022-03-24T23:40:13Z
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=10m26s"">10:26' Talking man to man now? What is a man David?",2022-03-24T23:40:01Z
The way people like him want to just dishonestly break everything down into nothing more than simple descriptive terms makes me want to put him in a body cast.,2022-03-24T23:39:07Z
How does Kid Rock define a womyn?,2022-03-24T23:38:46Z
"I rewind ' put caption on..'Marsha Blackburn asked the definition of a woman is, from a legal  perspective,  a constitutional perspective ' you heard right David",2022-03-24T23:38:40Z
David did a good job.  This other guy is an empty suit.,2022-03-24T23:37:40Z
Good job David I bet this goon never invites you on again after this trashing,2022-03-24T23:37:07Z
Great video,2022-03-24T23:36:59Z
"Dude, you just posted a video discrediting the right for not being able to define critical race theory and now you turn around and say it's not important to define things??",2022-03-24T23:36:33Z
To define a citizen as a man or woman is discriminatory according to the 19th amendment.,2022-03-24T23:35:51Z
Conservatives = Strawman,2022-03-24T23:35:08Z
It should not even be controversial.,2022-03-24T23:34:57Z
"Conservatism has turned into a wierd idolization of denying complexity.''They don't understand that they may be circumstances in a case where a judge may legitimately give anything less than the maximum recommended sentence. ''I 'am' a meteorologist (or at least it's in my job title) and sometimes it is very difficult to define if it is raining or not. ''I feel particularly frustrated about this faux outrage against trans people. I learned in high school biology that even DNA is not always clear cut between male and female. I find it almost impossible to believe that these very expensively educated politicians don't have any biological knowledge at all and, if they don't they should not be legislating or making other decisions for the country without educating themselves. Really it's like trying to decide whether to remain in NATO when you dont any 20th century history.",2022-03-24T23:34:13Z
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=4m50s"">4:50'. I would love to hear Sam Alito define what a woman is off the cuff.  I'd love to hear him try.  He's a super awkward dude with not a lot of 'woman' experience, is my intuition.",2022-03-24T23:34:04Z
Gawd .  He is so smug.,2022-03-24T23:33:17Z
So leftists cannot tell what a woman is. Either Pakman or Ketanji.,2022-03-24T23:32:44Z
Beautiful job David,2022-03-24T23:32:38Z
objectivists only see black and white   ahah ahah ahah   so sad .,2022-03-24T23:32:38Z
Michael is used to only debating high school students and college freshmen.,2022-03-24T23:32:38Z
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=3m15s"">3:15'. The Right Winger's inability to define a woman proves the point.  Does removal of the ovaries make someone not a woman?",2022-03-24T23:32:22Z
The correct response was to ask Michael Knowles to define 'reporter' and challenge his definition.,2022-03-24T23:32:03Z
David you did a great job with Michael Knowles.,2022-03-24T23:32:01Z
"There's certainly a discussion to be had pertaining to sports, but really how far up the list is it?",2022-03-24T23:32:00Z
The question 'what is a woman' has no bearing on what is going on in society today.....no siree....nothing at that all that would indicate a judges leanings....on the cases that supreme court will have to rule on...because there is currently no controversy right now about that question...slow clap pakman......slow clap....,2022-03-24T23:31:15Z
DW: 'Everyone is arguing what the definition of woman is these days'.'No. That's the right wing evangelical nuts. The rest (majority) don't give two sh!ts.,2022-03-24T23:30:52Z
Hey David..judge jackson should of got up and sang ..I bring home I fry it up in a pan cuz iam a Wooomen...lol that does answer that stupid question ..love u David i want yo call u cuz were do get it..,2022-03-24T23:30:45Z
"Is a woman a person with XX chromosomes? What about those who have XX chromosomes, but have testes? What about someone with XXY or XY with ovaries? Its also possible for a person with a female body who has a masculine brain and vise versa. Its not as simple to differentiate as it seems. Why didn't you bring up these points David?",2022-03-24T23:30:19Z
Watch conservatives campaigning over this 'define what a woman is' all the way until 2024 if not beyond it.,2022-03-24T23:29:41Z
"Growing up it really was a question, 'what's it mean to be a man?' and I think its a question a lot of young boys spend time thinking about. Some people say, simplistically, that a man is a boy who finally had sex with a girl. Others might start listing a set of virtues like, 'a man is strong', 'a man is courageous', or 'a man stays until the job is done'. Regardless, until politics came to it, simply have a dick swinging 'tween your legs was insufficient.''After a while I've come to believe, with all the things going on that the question is irrelevant. I've seen courageous females and comforting males. I think it's pretty prejudiced to use a word like man or woman to describe the attributes of a whole population. If I came up for an answer to 'what's it mean to be a man?' who am I to project that onto another, and what right does anyone else have to tell me what the answer to that question is and why I should fit it? I've come to believe I was asking the wrong question the whole time, and the better question is 'what's it mean to be Corry.'''There's people out there in female bodies saying they're men trapped inside those bodies and vice versa. Who are they to tell anyone what those words should mean either?  And who is anyone else to tell them? For those that go through hormone therapy and surgery to make their body fit their ideal, in my case, this is America, do what you want. Wear a strap on under your pants or cut your dick off, cut your tongue down the middle, get horns surgically grafted to your forehead,  give yourself huge tits, change the shape of your nose, get a facelift, get a tattoo, get some piercings... I don't care, that's your body. But I don't think self identity comes from the shape of your body but from the person that lingers inside it, no matter where they are, what body they're in, or what they're made of.",2022-03-24T23:29:39Z
"Nice work David, altho even a bit more in his face would have been appropriate. I also wanted to comment that 'good faith' is not a concept the right are even familiar with, let alone interested in applying to any conversation...",2022-03-24T23:29:38Z
Ha just joined…you are backtracking Michael!,2022-03-24T23:28:50Z
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=6m27s"">6:27' - Knowles: 'marsha blackburn didn't ask for the biological definition or the dictionary definition [of a woman]'''https://www.youtube.com/watch?v=dwOSlwtyA_M't=6m51s"">6:51' - Pakman: 'You just asserted that she(blackburn) said she wanted the legal and philosophical [definition]''	   Knowles: 'No no, I didn't say that...I just said marsha blackburn asked for the definition, any sort of definition that Ketanji Jackson could give''	   Pakman: 'Now you're backtracking...30 seconds ago you said marsha blackburn didn't ask for the biological, she asked for the legal''	   Knowles: '...You're misrepresenting what I said''	   Pakman: 'The problem with what you just did is you just said 'blackburn asked for the legal definition' and I said no she didn't''		'		David Pakman is literally a delusional psychopath. He just brazenly tries to gaslight Knowles into a position that he never asserted, and then accuses him of forgetting what was said (when in fact Pakman forgot) , and even has the gall to ask the audience to rewind. Absolutely appalling.",2022-03-24T23:28:41Z
I identify as a car😂,2022-03-24T23:28:16Z
"A simple, the question matters only if somebody is interested in stacking the courts. Barret and Gorsuch flew through.",2022-03-24T23:28:07Z
"Heads up women, once you hit menopause and don't produce eggs or can't reproduce, you are no longer a woman",2022-03-24T23:28:04Z
You held your own. Great Job. I did go back and rewind.,2022-03-24T23:27:02Z
"Is a crime more serious depending on sex or gender? I get that there are discrepancies in sentencing based on sex and gender, but isn't that more of a reason to push towards eliminating the concept of sex and gender in the judicial system and focus on the actions of the crime itself?",2022-03-24T23:26:52Z
the transgender movement is going to bring down the liberal left.. it's just indefensible how unfair it is for girls and women to compete with biological males in certain disciplines. Terrible situation,2022-03-24T23:26:49Z
Nothing the right wing has done has made me question my humanity more than Knowles questioning whether a dictionary is prescriptive or descriptive. That shit blew my mind. It’s almost like the right wing isn’t interested in engaging with reality.,2022-03-24T23:25:38Z
I really liked this conversation. I am glad that he asked you on. I hope that these types of discussions happen more often. Keep the dialogue open and hopefully everyone becomes more enlightened.,2022-03-24T23:24:42Z
A woman is whatever a woman says it is.,2022-03-24T23:22:59Z
Pakman: 'I'm not in the definition business. I'm in politics''30 seconds later''By definition.... This is why I'm right''Postmodernism is a hell of a drug.,2022-03-24T23:22:39Z
"David Pakman, sir, that was a masterclass in commandeering the discussion. Comandante Pakman saludos.",2022-03-24T23:21:56Z
"I like how this dufuses definition of a woman is, 'anyone who isnt a man'. So I guess boys are women now.",2022-03-24T23:21:36Z
Yikes. I would never have imagined that people would be afraid to define something as simple as “woman”. We’re living in very strange times. 😬😬😬,2022-03-24T23:21:14Z
"Honestly, can anyone explain how you can make any judgment on reality, especially in terms of legal case without defining parameters or terms?",2022-03-24T23:19:57Z
"Wow... what a waste of time... 10 minutes on the definition of 'woman'. I mean give me a break, and when you ask to debate about serious issues he debates that it is a serious issue. Lord help us.",2022-03-24T23:19:31Z
"David thought that went well for him? This is why it’s so hard to even talk to leftists. We don’t even agree on the definitions of words themselves. And David doesn’t care or isn’t interested in definitions of words but also wants to use words to have debates/discussions? Completely illogical. The point being is David like other leftists want to be as broad and vague as possible so they can slither any direction they need to without being pinned down. There’s no objectivity. It’s all subjective. And there might not be an official legal definition of a woman because humans until 2 seconds ago could very easily define a woman with it being self evident. Now that it’s purely a mentality, I think there will have to be a legal definition since woman as a group are defined, and in many cases protected in law. And everyone should know what definition a judge for SCOTUS holds for a basic principle of reality.",2022-03-24T23:19:25Z
Knowles is as sleazy as they come.,2022-03-24T23:18:32Z
"Aside from you getting his wording wrong, you nailed it",2022-03-24T23:18:23Z
Disgusting transphobia from Knowles in the very first question! Just what I expected.,2022-03-24T23:17:06Z
I thought it went very well. You articulated and demonstrated logic and facts very well. You got your point across succinctly despite his pigheadedness to trip you up. ''Well done.,2022-03-24T23:17:00Z
He keeps cutting David off so many times. I wonder if he talks like this with people in his everyday life? How obnoxious would that be?,2022-03-24T23:16:57Z
Either you miss heard David or he misspoke… That means he’s never wrong.,2022-03-24T23:16:36Z
"The right has rearly has good ideas to help America progress. So, they pick the buggyman of the day....TRANSGENDER!",2022-03-24T23:16:13Z
"You mopped the floor with him. I still cannot believe how much the Right relies on lying and backpedaling to try and win an argument. Maybe if he spent less time interrupting you and more time using cognitive thought towards his questioning , he wouldn’t have sounded like such a buffoon. Well done David",2022-03-24T23:16:12Z
Omfg this is what this dumb ass conversation was about?! The definition of a woman?! Healthcare. Prescription drug prices. Women's rights.....oooookay,2022-03-24T23:15:36Z
"Of course Judge Jackson could have given her vote on every legal challenge that may come before the supreme court in the foreseeable future, but then what would the point of hearing the cases be?",2022-03-24T23:15:14Z
Way to go David.,2022-03-24T23:14:59Z
"What a total waste of an interview, arguing over whether or not she should have defined the word 'woman'!  This interviewer can't tell the forest from the trees when it comes to assessing a persons qualifications. David, you should have put a stop to it after 30 seconds.",2022-03-24T23:14:03Z
I can't put food on the table with the definition of a fckn woman!! Who tf cares!,2022-03-24T23:13:10Z
Take a look at this.  I'm a woman.,2022-03-24T23:13:10Z
I'm 100% behind Pakman on this issue. Sen. Blackburn gave Judge Brown a 'gotcha' question. The good part of about the United States is that legal definitions change sometimes. That's what's gonna happen with this particular question.,2022-03-24T23:10:16Z
'It's been my unbridled pleasure to school you Michael'  At least that's what I heard.,2022-03-24T23:09:53Z
well done david.  Its amusing that any time a conservative commentator sets a trap that backfires on them they immediately try to change the context of the conversation.   It's never about seeking truth with them its always about the gotcha's and talking points,2022-03-24T23:09:31Z
Lol.  What a fucking liar Knowles is.  Does he not know we can just go back and listen to what he said?,2022-03-24T23:09:15Z
you should have asked michael for his definition of a woman and then explained why it was wrong since its not really definabale.,2022-03-24T23:08:45Z
"Excellent David “you’re either dishonest, or ignorant” lol",2022-03-24T23:08:38Z
Thanks!,2022-03-24T23:07:52Z
The lengths to which the right will go to deny others rights,2022-03-24T23:07:12Z
Are judges supposed to have a base....🤔,2022-03-24T23:07:04Z
It’s amazing how all these supposed intelligent hosts when cornered talk real fast to try to squeeze in their asinine response. As if saying it fast somehow makes them right. Just like the carnival barkers they are.,2022-03-24T23:06:48Z
I really enjoyed this interview.'Funny yet informative lol.,2022-03-24T23:06:17Z
"Wow, what an utter waste of time Knowles put us all through. He had the opportunity to kickstart a real conversation... woof.''Great job David.",2022-03-24T23:05:50Z
"'The old definition of a woman is someone who's not a man...' he had all the time to prepare for this, he's the one that was ready to bring this up before the interview even started and this is the best he can come up with?",2022-03-24T23:05:07Z
If this was the case then we would never add to the dictionary... These conversations are not going to be productive other than to highlight the absurdity of the Right. There are plenty of words whose meaning has been changed over time for various reasons. Not to mention regional and cultural differences in slang and vernacular. These scholastic debate tactics are not applicable to the real world of politics which reflects modern human experiences.,2022-03-24T23:04:46Z
Why should Jackson fall in the hole of that question about the definition of a woman. You as a host is making a mountain out of a molehill. I despise this crap. Talk about something that matters.,2022-03-24T23:04:26Z
Please debate Shapiro himself!,2022-03-24T23:04:26Z
"Whoever talks the fastest, loudest and interrupts the most wins.",2022-03-24T23:04:16Z
I'm sorta kidding around 😆.  Gotta love DP!!!,2022-03-24T23:04:13Z
How can getting near anything reeking with fascism go well?,2022-03-24T23:04:02Z
"yeah so i rewound (so to speak) the question by Knowles about the 'legal and philosophical' def of a woman.  David, you are sharp as a tack and were absolutely spot on in catching knowles making stuff up in his questions.  Awesome",2022-03-24T23:03:59Z
"Hard to believe Pakman makes a living twisting the truth, while ignorant people buy into his dishonesty ' get very emotional defending him...''.. look below for proof of the emotional defense people provide for him",2022-03-24T23:03:10Z
"David, I applaud your strength in not getting sucked into this dumb discussion about a right wing talking point. Rather than talking about real issues.",2022-03-24T23:02:57Z
What about intersex individuals? There is so much more to understand biologically before defining a woman (technically a female)? Also gender and sex assigned at birth are 2 different things. 'Assigned at birth' implies that their are babies born with unidentifiable genitals.,2022-03-24T23:02:20Z
Dictionaries are absolutely “descriptive ' not prescriptive”. Knowles is a predictable ' delusional bad faith actor. I appreciated you standing him up David… 👌🏻,2022-03-24T23:02:08Z
A woman is simply 'not a man'. A black is simply not a white. A youth is simply not an adult. Michael has a unique way of thinking. Just define people in how they aren't quite him?,2022-03-24T23:01:43Z
"So, a woman who can’t reproduce is not a woman? What losers. Your ability to gamble doesn’t make something factual, goober.",2022-03-24T23:00:04Z
"This guy is full of BS. The dictionary is the entrusted authority of definition in which all arguing parties agree on definition and meaning of words used . With relativistic views ' I change the word's  definition and rules so I win ' This creates chaos and so the one with the most compelling argument with loud mouth conviction outweighs truth and logic. Sorry Folks , this don't fly. Last time, I checked gravity still works and jumping out of a airplane without a parachute onto hard ground is still FATAL. Truth will win out ultimately. It just takes so damn long.",2022-03-24T22:58:50Z
"Everything about this Supreme Court nomination, is dishonest.  This Black woman, in the simplest terms I know, is BEYOND qualified for being PRESIDENT OF UNITED STATES, let alone a lifelong member of our Supreme Court.",2022-03-24T22:58:42Z
the notion of definitions mattering to conservatives is laughable.,2022-03-24T22:57:40Z
I will credit Michael with allowing David to speak and offer acceptance of aspects of the conversation. I discredit him for summarily asking for a definition of woman when the conversation revolved around a lack of that definition.,2022-03-24T22:57:11Z
"I watch David and enjoy his insights, but I thought he was a little aggressive towards Michael (even though I disagree with a lot of Michael’s opinions). I thought Michael was genuinely trying to understand the progressive viewpoint and applaud him for having David on his show.",2022-03-24T22:56:40Z
I personally think Michael is right here. I think it’s important that a person in a highly powerful legal position can define what a woman is. ''Happy to be proven wrong though,2022-03-24T22:56:33Z
"My god, this clown has done the impossible, he has made me respect Ben Shapiro. They may both be bad-faith interlocutors who always go for the most abusive and narrow points to win the current argument, but at least Shapiro seems to believe what he is saying and doesn't come across like a slimy care salesman, smiling and laughing and interjecting smarmy little Biff Tannen-like jabs as he does it. Holy shit what a wretch of a person.",2022-03-24T22:56:08Z
He couldn't tangle for long bro. He and Shapiro are the 'intellectual' fast talkers of the right.,2022-03-24T22:55:55Z
"I didn’t see anything wrong with that from a philosophical perspective, gives some insights to both sides of an issue, I guess.  What does bother me is that this much time is spent on this type of topic in general conversation when David is spot on that in a legal preceding the decisions will be based on that narrow focus in conjunction with the arguments presented, and that has to be left right there as the proper place to decide.  We need individuals that will make the most non-political based decisions as possible in these areas.  Because “people” can clammer on and on and on for years over this type of stuff and it’s just a waste of time.  What was wildly entertaining was how when Michael was goading David on it was so obvious, as he was grinning every time he was doing it.  Also fascinating how he inserted those words and instantly said that he never said that mere seconds later.",2022-03-24T22:55:18Z
"I don’t think what is a woman is an unfair question.  There will definitely be cases before the court that deal with trans issues.  We are currently grappling with these issues in society in all manner of areas from sports and academics to military service.  There absolutely has to be a legal definition of a woman because only men have to register for the selective service draft.  The government gives out grants to female owned small business that men are unable to apply for.  Clearly there has to be a legal standard.  Whatever one’s feelings are on trans issues, it’s a completely fair to probe a prospective Justice on these issues.",2022-03-24T22:54:44Z
"Wow, there was literally zero value in this conversation. Just a waste of words with those conservatives, they never learn.",2022-03-24T22:54:15Z
I don't think I've seen anybody so aggressively miss the point as Michael Knowles in this clip.,2022-03-24T22:53:06Z
"Could Judge Jackson have responded to the question:  'Have you, Senator, proposed or passed legislation that promulgates a definition of 'woman' or 'man'?  If so, what is it?  If so, if such definition is ever challenged, it may come before me on the bench.'",2022-03-24T22:52:56Z
"This reminds me of the Jesse Lee Patterson interview, I still remember him telling David to calm down, when David never got agitated, never spoke quickly, or even raised his voice once.'Also all of the 'amazin' that came after since he couldn't say anything to counter him.",2022-03-24T22:52:54Z
"Michael, don't mess with the king (King Pakman). We've all been down this road for the past 5+ years. Words were weaponized by your failed one term president. Ms. Blackburn is only continuing his distraction.",2022-03-24T22:51:36Z
Remind me again of which gender carries both x and y chromosomes.,2022-03-24T22:51:13Z
"I don't always agreed with David, but at least we can say he goes full against this a55h0les.",2022-03-24T22:50:57Z
Good work David.,2022-03-24T22:50:20Z
Dude looks like a dollar store Scott Baio...,2022-03-24T22:50:04Z
"I am proud of you David.  At the very end you were starting to say that the dictionary is printed by man.  You hit the head on the nail!  Language is not static.  Even definitions of the same word can change.  Language grows and changes and is a reflection of the population for that time, and that time only. As our consciousness grows and expands, so does our language.   Thank you David.❤",2022-03-24T22:50:02Z
"Dude you're a liar, you totally misrepresented what Michael said. You should be the one to re watch the debate.",2022-03-24T22:48:46Z
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=7m06s"">7:06' David correctly called him out and MK admitted he misspoke. It would interesting to hear why conservatives fixate on trans people and why they need to stifle freedom for others when it has next to zero impact on their lives.",2022-03-24T22:48:44Z
David you are absolutely brilliant.,2022-03-24T22:48:31Z
Well that eas unproductive. He stayed on the woman/man topic the whole time.,2022-03-24T22:47:40Z
I KNOW WHAT A WOMAN IS.SHE IS LOVE SHE IS HELPFUL SHE IS MANY THINGS A TEACHER A THARAPIST SHE KEEPS THE PEACE SHE COOKS SHE WORKERS ON THINGS!!! MY POINT IS ITS WHAT IS INSIDE OF U MAKES YOU!!!,2022-03-24T22:47:32Z
Just delightful!'More please!,2022-03-24T22:46:14Z
Doing what all right wingers do is lie and twist,2022-03-24T22:46:08Z
Bravo David.... now can you please show up at my next family party? I don't wanna have to pull lawn chairs out of the pool again. 🤭,2022-03-24T22:45:07Z
The right wing of america ONLY cares about whats inside the underwear of trans people. Its a deep dark fetish and its very unhealthy.,2022-03-24T22:44:56Z
"people like michael, ben shapiro, steven crowder only debate 16 yr olds, and its always obvious why.",2022-03-24T22:44:40Z
"None of the Trump-appointed justices were grilled to the same extent as Ketanji Brown Jackson, but the way she’s questioning the Republicans’ incredibly poor intelligence is what will get her confirmed by Democrats. She’s outsmarting idiots.",2022-03-24T22:43:46Z
Just reading the title gives me chills! Good job David! We need more leftists on right wing media. The arguments fall apart immediately.,2022-03-24T22:43:11Z
How ridiculous has the conservatives become when they are speaking about qualifications for a Supreme Court judge and it becomes more about 'HoW do YoU DefiNe wOOman?!',2022-03-24T22:43:00Z
"This discussion was amazing. David did an excellent job laying out the foundations of leftist sophistry so plainly. He literally said, “I don’t do dictionaries I do politics,” and, “I spend very little time defining words.” Protagoras couldn’t have said it better! ''Then he accused Michael and the right in general of making a bad-faith rhetorical point about the definition of woman when it’s plainly a serious and necessary analytical observation if the debate is to remain rational - to which David and all the left has nothing but an empty rhetorical response (which is why they attack motives ad hominem rather than actually answer the argument). ''Mike should be careful next time that David doesn’t slip some hemlock into his tea.",2022-03-24T22:42:53Z
Eat em up Pac-Man!,2022-03-24T22:42:49Z
Jesse Lee!!!!! YEAH!,2022-03-24T22:42:27Z
Kindergarten Cop explained the difference between a man and a woman very well.  Just ask a 5 year old.  What a stupid topic.,2022-03-24T22:41:40Z
Why are the repubs saying “definition of a woman?” Seems like they are really trying to ask what is a “female”. Sex vs gender is the answer to the stupid question.,2022-03-24T22:41:21Z
What's the definition of hermaphrodite?,2022-03-24T22:40:52Z
It is kind of sad that we can't even define man and women anymore without someone getting their panties in a knot.,2022-03-24T22:40:23Z
I didn't go well for whom? Clearly David did fine.,2022-03-24T22:40:07Z
‘A woman is a person who is not a man.’ So a woman is only defined in relation to a man? Thanks.,2022-03-24T22:39:35Z
Man it's like these conservatives have transgendered people on the brain lol. They don't have more pressing issues to talk about? Lol.,2022-03-24T22:39:33Z
I can’t watch this. Pakman slaughtered the boy.,2022-03-24T22:37:25Z
David Pakman right out of the gate. GREAT JOB DAVID. Why is this such a issue. No one else has ever been asked such ridiculous question.,2022-03-24T22:36:50Z
"'It doesn't go well'' is a bit hyperbolic. Overall a civil interaction, although it would have been interesting to cover more subjects than fascination with what women are.",2022-03-24T22:36:39Z
David running laps without breaking a sweat,2022-03-24T22:36:14Z
love you dpak,2022-03-24T22:35:25Z
Why were Brett Kavanaugh and the other Amy not asked to define what a woman is? Supposedly these issues just came up this year and not recently?,2022-03-24T22:35:00Z
"I think it’s really important that David continues to have this conversations, as the echo chambers on both sides do seem to be getting more ridged. ''I also challenge anyone to post, tweet or publicly define the word “woman” that covers all possible context. It’s impossible !!",2022-03-24T22:34:13Z
Excellent job David! You should do this sort of thing more. Even though I know it must be unpleasant.,2022-03-24T22:34:07Z
It’s clearly perplexing that he thinks that “gotcha” question has any relevance at all.  It is clearly a bad faith question as we could guess by who asked the useless question.  And now this idiot is acting as though it actually has some relevance.   Not at all surprising coming from the right these days.,2022-03-24T22:33:58Z
Her XX him XY in typical medical term everything else is how you feel or something went wrong. biologically.,2022-03-24T22:33:47Z
U are totally wrong. It did go well. It was a very fun and interesting discussion. I don't care who wins or loses. I just like to see the right and left have a chat. They don't need to agree. But it was just great to see u two being civil.... more please. i think u both did great,2022-03-24T22:33:38Z
Ya what's a legal definition of a woman? Lol what does that even mean,2022-03-24T22:33:29Z
Wow he had David on and completely wasted his time with a stupid question.  Its impossible to talk to these people.,2022-03-24T22:33:14Z
Nice Job David! Well done,2022-03-24T22:33:10Z
Beyonces cousin lol,2022-03-24T22:33:03Z
This interviewer is a total d-bag. Kudos to David for remaining focused and professional.,2022-03-24T22:32:41Z
What is the definition of a woman?  The answer is it's not particularly important what the dictionary has to say on this matter.  Michael Knowles exposed by David Pakman.,2022-03-24T22:32:36Z
"Pakman messed up around the middle, I think it was clear that Knowles was just listing off potential types of definitions she could have given. I love you David but I don’t think this was your best showing, I know Knowles is usually a weasel but you seemed a bit too antagonistic off the bat",2022-03-24T22:32:10Z
"right wingers are soooo hung up on dumb stuff, Freud would have a field day with these developmentally delayed children....",2022-03-24T22:32:04Z
Is virga raining?,2022-03-24T22:31:29Z
Jackson's long illustrious career speaks for itself she has nothing to prove certainly not to the party most associated with insurrectionists would that every judge charged with ruling on what rights we do and don't have approached their job with the measured respect and consideration she does,2022-03-24T22:30:55Z
"Out of all things to talk about, all we got was a low brow discussion on why a court justice didn’t define a word 🤦🏻‍♂️",2022-03-24T22:30:00Z
You so owned him💪💕🇺🇦🌻,2022-03-24T22:29:18Z
I bet they could find some missing children in that strange dark cavity under Parkman's nose.,2022-03-24T22:28:46Z
I went back to that question and he did say that’s what Blackburn asked.,2022-03-24T22:28:35Z
"Yep, he said Marsha wanted the philosophical definition. He can't follow what he, himself said.",2022-03-24T22:27:43Z
"Great job, David!",2022-03-24T22:27:09Z
"He'll never have you back, you made him look like the fool he truly is!  Great job David!",2022-03-24T22:26:06Z
"I enjoyed this. I wish David had thought to ask “did senators ask Amy Comeu Barrett what her definition of a “baby” is? Or “human being” is?”  Because those are trick questions too. Conservatives want to say that fetus are babies and human beings. But ACB couldn’t say that because that brings on whole other legal issues, and it would also show her hand on her abortion rulings that might come up. And If a fetus is human or a baby, is that from the point of conception? Can a woman who is one month pregnant get life insurance for her baby and collect if she miscarries? As far a “woman”, ignoring trans issues for a bit, there are many intersex people born who are biologically both male and female.",2022-03-24T22:25:18Z
"An interesting fact, which I encourage anyone to look up, is that the word 'man' was used for a long time to mean both what we today call a man and a woman. It did not mean a male person. It just meant a person. 'The word 'waer-mann' later came to referred to a male parson until, about 1300 CE, it eventually became 'man'. Similarly the word 'wif-mann' was used ant it too changed and became woman, and the first part of the word 'wif' became 'wife', which for some time referred to a woman until it came to mean the spouse of a male person.'The argument that a woman is a person who is not a man is nonsense if one is looking for a definition. In the past a 'person who is not a man' would have meant, a person who is not a person.'That might explain a lot about the difficult personal and legal lives of women throughout the ages.'What for me is most interesting is that Judge Jackson could have told an undetectable lie in her answer, and given a definition that Sen. Blackburn would have found pleasing and acceptable. It would have sufficed for the purposes of the hearing in that it would have neutered the question, so to speak. Judge Jackson could then go on to ignore whatever definition she gave to placate Sen. Blackburn and gotten on with the rest of her life. 'She didn't lie, she didn't neuter the question or placate the Republican Senators. She told it as she saw it. Politicians sometimes, often I'd guess, don't recognise honest answers because they have programmed themselves to deal in trickery.",2022-03-24T22:25:17Z
Obviously the Republicans playing politics but it is an interesting question that will have to be answered.  Are women now defined by their testosterone level or hormonal treatment history?,2022-03-24T22:25:01Z
"Wow!!!Two actual adults expressing their opposing opinions,,based on things they believe… And providing facts to back up their opinions..Instead of quoting conspiracy theories and general hearsay..''THIS IS HOW POLITICS USED TO WORK!!,",2022-03-24T22:24:01Z
Love David debate videos. He's like the Winky Wright of debaters,2022-03-24T22:23:40Z
